,FOLIO,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
1088,2007,1.0,6598.23,1055.72,0.0,0.0,7258.0599999999995,7258.06
1089,3928,1.0,159.05,25.45,0.0,0.0,184.5,184.5
1090,3744,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,963,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,1342,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,68232,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
1094,91745,1.0,1420.77,227.32,0.0,0.0,1648.09,1648.09
1095,23565,1.0,815.02,130.4,0.0,0.0,945.42,945.42
1096,23566,1.0,815.02,130.4,0.0,0.0,945.42,945.42
1097,,1.0,336.9,55.03,0.0,0.0,391.92999999999995,398.99
1098,172,1.0,2846.35,455.42,0.0,0.0,3301.77,3301.77
1099,1300,1.0,2846.35,455.42,0.0,0.0,3301.77,3301.77
1100,3617633,1.0,0.0,0.0,0.0,0.0,0.0,2917.6
1101,797460,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,453171,1.0,598.0,92.11,0.0,0.0,690.11,690.11
1103,251513,1.0,598.0,92.11,0.0,0.0,690.11,690.11
1104,23582,1.0,6665.4,1066.46,0.0,0.0,7731.86,7731.86
1105,23583,1.0,6178.2,988.51,0.0,0.0,7166.71,7166.71
1106,1104,1.0,1000.0,160.0,0.0,0.0,1160.0,1160.0
1107,3410630,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,,1.0,1932.69,315.73,0.0,0.0,2248.42,2289.01
1109,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,,1.0,1767.52,285.06,0.0,0.0,2052.58,2066.75
1114,24609,1.0,539.0,86.24,0.0,0.0,625.24,625.24
1115,35682116,1.0,9.9,1.58,0.0,0.0,11.48,11.48
1116,35715005,1.0,58.06,9.29,0.0,0.0,67.35,67.35
1117,84573148,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,2028,1.0,6285.91,1005.75,0.0,0.0,6914.51,6914.51
1119,3756,1.0,250.01,39.99,0.0,0.0,290.0,290.0
1120,250680,1.0,250.01,39.99,0.0,0.0,290.0,290.0
1121,35728796,1.0,47.66,7.63,0.0,0.0,55.29,55.29
1122,182,1.0,823.01,127.1,0.0,0.0,950.11,950.11
1123,11771,1.0,823.01,127.1,0.0,0.0,950.11,950.11
1124,1912,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,5329,1.0,105.0,0.0,0.0,0.0,105.0,105.0
1126,195260,1.0,105.0,0.0,0.0,0.0,105.0,105.0
1127,1116,1.0,4240.0,678.4,0.0,0.0,4918.4,4918.4
1128,13447,1.0,2025.85,324.14,0.0,0.0,2349.99,2349.99
1129,4,1.0,1438.79,230.21,0.0,0.0,1669.0,1669.0
1130,63632623,1.0,1438.79,230.21,0.0,0.0,1669.0,1669.0
1131,0059155564,1.0,4038.7999999999997,646.2,0.0,0.0,4685.0,4685.0
1132,0006906369,1.0,240.52,38.48,0.0,0.0,279.0,279.0
1133,1194,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,964,1.0,4310.34,689.66,0.0,0.0,5000.0,5000.0
1135,6191,1.0,4130.0,660.8,0.0,0.0,4790.8,4790.8
1136,1958,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,91981,1.0,946.78,151.49,0.0,0.0,1098.27,1098.27
1138,13576,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,35764511,1.0,200.0,32.0,0.0,0.0,232.0,232.0
1140,25080,1.0,2949.75,15.96,0.0,0.0,2965.71,2965.71
1141,216693,1.0,18.97,3.03,0.0,0.0,22.0,22.0
1142,107188,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,561555,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,923737,1.0,4100.0,0.0,0.0,0.0,4100.0,4100.0
1145,0001010100750847116902,1.0,490.0,78.4,0.0,0.0,568.4,568.4
1146,0001010100752163714102,1.0,285.0,45.6,0.0,0.0,330.6,330.6
1147,5128,1.0,243.72,26.08,0.0,0.0,269.8,269.8
1148,76464,1.0,0.0,855.16,0.0,0.0,0.0,0.0
1149,76465,1.0,0.0,855.16,0.0,0.0,0.0,0.0
1150,165533,1.0,5344.76,855.16,0.0,0.0,6199.92,6199.92
1151,165535,1.0,5152.17,824.35,0.0,0.0,5976.52,5976.52
1152,966,1.0,34.22,5.48,0.0,0.0,39.7,39.7
1153,35799884,1.0,34.22,5.48,0.0,0.0,39.7,39.7
1154,174,1.0,0.0,124.37,0.0,0.0,0.0,0.0
1155,0121,1.0,0.0,124.37,0.0,0.0,0.0,0.0
1156,26436,1.0,0.0,124.37,0.0,0.0,0.0,0.0
1157,1212,1.0,0.0,124.37,0.0,0.0,0.0,0.0
1158,22020040028311,1.0,0.01,124.37,0.0,0.0,0.01,0.0
1159,,1.0,674.62,124.37,0.0,0.0,798.99,798.99
1160,,1.0,752.43,146.57,0.0,0.0,899.0,899.0
1161,,1.0,674.62,124.37,0.0,0.0,798.99,798.99
1162,,1.0,674.62,124.37,0.0,0.0,798.99,798.99
1163,3213,1.0,4310.35,689.66,0.0,0.0,5000.01,5000.01
1164,21,1.0,2042.97,326.88,0.0,0.0,2247.27,2247.27
1165,200277,1.0,2585.0,413.6,0.0,0.0,2998.6,2998.6
1166,2064,1.0,3990.02,638.4,0.0,0.0,4389.02,4389.02
1167,989109,1.0,3300.0,48.0,0.0,0.0,3348.0,3348.0
1168,3764,1.0,135.34,21.66,0.0,0.0,157.0,157.0
1169,3765,1.0,135.34,21.66,0.0,0.0,157.0,157.0
1170,230,1.0,135.34,21.66,0.0,0.0,157.0,157.0
1171,47771,1.0,135.34,21.66,0.0,0.0,157.0,157.0
1172,420200401898904,1.0,0.01,27.03,0.0,0.0,0.01,0.0
1173,2772,1.0,0.0,27.03,0.0,0.0,0.0,0.0
1174,2773,1.0,0.0,27.03,0.0,0.0,0.0,0.0
1175,2774,1.0,0.0,27.03,0.0,0.0,0.0,0.0
1176,2775,1.0,0.0,27.03,0.0,0.0,0.0,0.0
1177,92213,1.0,168.96,27.03,0.0,0.0,195.99,195.99
1178,998,1.0,2371.0,379.36,0.0,0.0,2750.36,2750.36
1179,351,1.0,0.0,182.26,0.0,0.0,0.0,0.0
1180,198,1.0,1139.12,182.26,0.0,0.0,1321.3799999999999,1321.38
1181,63481,1.0,1139.12,182.26,0.0,0.0,1321.3799999999999,1321.38
1182,17041350,1.0,1139.12,182.26,0.0,0.0,1321.3799999999999,1321.38
1183,43505,1.0,69.1,11.06,0.0,0.0,80.16,80.16
1184,1335,1.0,0.0,160.0,0.0,0.0,0.0,0.0
1185,664,1.0,0.0,160.0,0.0,0.0,0.0,0.0
1186,1466,1.0,1000.0,160.0,0.0,0.0,1160.0,1160.0
1187,35902459,1.0,98.08,15.69,0.0,0.0,113.77,113.77
1188,35905547,1.0,16.08,2.57,0.0,0.0,18.65,18.65
1189,23702,1.0,0.0,0.0,0.0,0.0,0.0,1432.3
1190,3628788,1.0,0.0,0.0,0.0,0.0,0.0,1432.3
1191,,1.0,198.0,38.57,0.0,0.0,236.57,236.57
1192,3606,1.0,3601.0,489.74,0.0,0.0,4090.74,3550.59
1193,2818,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1194,2819,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1195,2820,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1196,2821,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1197,2822,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1198,2823,1.0,0.0,54.58,0.0,0.0,0.0,0.0
1199,35947506,1.0,341.1,54.58,0.0,0.0,395.68,395.68
1200,2227,1.0,0.0,-285.53,0.0,0.0,0.0,0.0
1201,26517,1.0,0.0,-285.53,0.0,0.0,0.0,0.0
1202,2844139,1.0,-1784.57,-285.53,0.0,0.0,-2070.1,-2070.1
1203,2844149,1.0,-1016.01,-162.56,0.0,0.0,-1178.57,-1178.57
1204,171419,1.0,74.14,11.86,0.0,0.0,86.0,86.0
1205,120364,1.0,632.48,101.2,0.0,0.0,733.6800000000001,733.68
1206,68720,1.0,342.0,54.72,0.0,0.0,396.72,396.72
1207,,1.0,426.72,68.28,0.0,0.0,495.0,495.0
1208,8657270,1.0,236.62,37.86,0.0,0.0,274.48,274.48
1209,316,1.0,2675.0,385.76,0.0,0.0,3060.76,2796.76
1210,2834,1.0,0.0,745.71,0.0,0.0,0.0,0.0
1211,2835,1.0,0.0,745.71,0.0,0.0,0.0,0.0
1212,2836,1.0,0.0,745.71,0.0,0.0,0.0,0.0
1213,3102,1.0,0.0,745.71,0.0,0.0,0.0,0.0
1214,1411,1.0,4660.68,745.71,0.0,0.0,5406.39,5406.39
1215,2844898,1.0,-1009.09,-161.46,0.0,0.0,-1170.55,-1170.55
1216,13183407,1.0,1016.01,162.56,0.0,0.0,1178.57,1178.57
1217,2092,1.0,4824.91,771.99,0.0,0.0,5307.41,5307.41
1218,4914,1.0,1100.0,176.0,0.0,0.0,1276.0,1276.0
1219,4917,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0
1220,194,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0
1221,35986422,1.0,218.22,34.92,0.0,0.0,253.14,253.14
1222,209,1.0,180.0,28.8,0.0,0.0,202.8,202.8
1223,2440726,1.0,180.0,28.8,0.0,0.0,202.8,202.8
1224,000045269778,1.0,2923.95,433.17,0.0,0.0,3357.12,3357.12
1225,2277381,1.0,1448.83,231.82,0.0,0.0,1680.6499999999999,1680.65
1226,92465,1.0,1448.83,231.82,0.0,0.0,1680.6499999999999,1680.65
1227,,1.0,200.96,39.15,0.0,0.0,240.11,240.11
1228,,1.0,336.9,62.09,0.0,0.0,398.99,398.99
1229,63583,1.0,0.0,376.72,0.0,0.0,0.0,0.0
1230,3132996,1.0,0.0,376.72,0.0,0.0,0.0,0.0
1231,3627,1.0,2354.5,376.72,0.0,0.0,2731.2200000000003,2731.22
1232,3632751,1.0,0.0,0.0,0.0,0.0,0.0,3763.8
1233,3358,1.0,0.0,10.91,0.0,0.0,0.0,0.0
1234,3780,1.0,68.18,10.91,0.0,0.0,79.09,79.09
1235,967,1.0,68.18,10.91,0.0,0.0,79.09,79.09
1236,5,1.0,68.18,10.91,0.0,0.0,79.09,79.09
1237,36039747,1.0,68.18,10.91,0.0,0.0,79.09,79.09
1238,23724,1.0,600.0,96.0,0.0,0.0,696.0,696.0
1239,68907,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,13860,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,3633513,1.0,0.0,0.0,0.0,0.0,0.0,880.9
1242,3633635,1.0,0.0,0.0,0.0,0.0,0.0,4311.6
1243,63599,1.0,149.74,23.96,0.0,0.0,173.70000000000002,173.7
1244,1869,1.0,149.74,23.96,0.0,0.0,173.70000000000002,173.7
1245,37989,1.0,3100.0,496.0,0.0,0.0,3596.0,3596.0
1246,073914,1.0,1600.0,256.0,0.0,0.0,1856.0,1856.0
1247,1000,1.0,0.0,324.01,0.0,0.0,0.0,0.0
1248,22,1.0,2025.05,324.01,0.0,0.0,2227.56,2227.56
1249,23,1.0,2596.73,415.48,0.0,0.0,2856.41,2856.41
1250,2442391,1.0,201.0,32.16,0.0,0.0,226.32,226.32
1251,557,1.0,820.0,131.2,0.0,0.0,951.2,951.2
1252,12369,1.0,919.89,142.68,0.0,0.0,1062.57,1062.57
1253,1396,1.0,3500.0,560.0,0.0,0.0,3336.55,3336.55
1254,321,1.0,1025.0,164.0,0.0,0.0,1189.0,1189.0
1255,2848,1.0,0.0,1.1,0.0,0.0,0.0,0.0
1256,2849,1.0,0.0,1.1,0.0,0.0,0.0,0.0
1257,2850,1.0,0.0,1.1,0.0,0.0,0.0,0.0
1258,2851,1.0,0.0,1.1,0.0,0.0,0.0,0.0
1259,2852,1.0,0.0,1.1,0.0,0.0,0.0,0.0
1260,36074068,1.0,6.89,1.1,0.0,0.0,7.99,7.99
1261,0027223656,1.0,0.0,1030.2,0.0,0.0,0.0,0.0
1262,0105627385,1.0,0.0,1030.2,0.0,0.0,0.0,0.0
1263,63637,1.0,6438.72,1030.2,0.0,0.0,7468.92,7468.92
1264,6520,1.0,1723.28,275.72,0.0,0.0,1999.0,1999.0
1265,202004-E2341533107-15052020-376151,1.0,210.0,0.0,0.0,0.0,210.0,210.0
1266,870840,1.0,210.0,0.0,0.0,0.0,210.0,210.0
1267,45985,1.0,349.5,55.92,0.0,0.0,405.42,405.42
1268,36094530,1.0,11.51,1.84,0.0,0.0,13.35,13.35
1269,2119,1.0,3364.28,538.28,0.0,0.0,3700.7000000000003,3700.7
1270,3785,1.0,0.0,305.94,0.0,0.0,0.0,0.0
1271,2895,1.0,0.0,305.94,0.0,0.0,0.0,0.0
1272,92721,1.0,1912.13,305.94,0.0,0.0,2218.07,2218.07
1273,36110058,1.0,279.29,44.69,0.0,0.0,323.98,323.98
1274,217107,1.0,18.97,3.03,0.0,0.0,22.0,22.0
1275,635243,1.0,263.22,42.12,0.0,0.0,305.34000000000003,305.34
1276,227,1.0,1100.0,176.0,0.0,0.0,1276.0,1276.0
1277,1059,1.0,1100.0,176.0,0.0,0.0,1276.0,1276.0
1278,152299,1.0,0.0,0.0,0.0,0.0,0.0,69.0
1279,36131507,1.0,81.08,12.98,0.0,0.0,94.06,94.06
1280,,1.0,336.9,62.09,0.0,0.0,398.99,398.99
1281,69206,1.0,936.0,149.76,0.0,0.0,1085.76,1085.76
1282,13985,1.0,0.0,299.23,0.0,0.0,0.0,0.0
1283,,1.0,1767.52,299.23,0.0,0.0,2066.75,2066.75
1284,,1.0,1932.69,356.32,0.0,0.0,2289.01,2289.01
1285,3437167,1.0,125.0,7.16,0.0,0.0,125.0,0.0
1286,1934,1.0,44.73,7.16,0.0,0.0,51.89,51.89
1287,352300,1.0,361.21,57.79,0.0,0.0,419.0,419.0
1288,36151449,1.0,114.02,18.24,0.0,0.0,132.26,132.26
1289,63710,1.0,4261.32,613.63,0.0,0.0,4874.95,4448.82
1290,24630,1.0,900.56,144.08,0.0,0.0,1044.6399999999999,1044.64
1291,8811090280022099,1.0,2861.52,473.76,0.0,0.0,2861.52,2861.52
1292,000045561930,1.0,0.0,473.76,0.0,0.0,0.0,0.0
1293,1947,1.0,0.0,473.76,0.0,0.0,0.0,0.0
1294,5250442,1.0,217.2,473.76,0.0,0.0,217.2,217.2
1295,11915,1.0,2961.0,473.76,0.0,0.0,3434.76,3434.76
1296,24635,1.0,781.0,124.96,0.0,0.0,905.96,905.96
1297,13280,1.0,176.72,28.28,0.0,0.0,205.0,205.0
1298,1001653,1.0,3300.0,48.0,0.0,0.0,3348.0,3348.0
1299,352481,1.0,1364.67,218.33,0.0,0.0,1583.0,1583.0
1300,5264261,1.0,1264.0,20.15,0.0,0.0,1264.0,1264.0
1301,5264277,1.0,113.0,20.15,0.0,0.0,113.0,113.0
1302,5264289,1.0,113.0,20.15,0.0,0.0,113.0,113.0
1303,1389,1.0,0.0,20.15,0.0,0.0,0.0,0.0
1304,2949,1.0,0.0,20.15,0.0,0.0,0.0,0.0
1305,2950,1.0,0.0,20.15,0.0,0.0,0.0,0.0
1306,110535,1.0,129.85,20.15,0.0,0.0,150.0,150.0
1307,36224782,1.0,261.23,41.79,0.0,0.0,303.02000000000004,303.02
1308,1961,1.0,529.82,84.78,0.0,0.0,614.6,614.6
1309,2140,1.0,3364.28,538.28,0.0,0.0,3700.7000000000003,3700.7
1310,3794,1.0,55.17,8.83,0.0,0.0,64.0,64.0
1311,5379,1.0,55.17,8.83,0.0,0.0,64.0,64.0
1312,15809,1.0,55.17,8.83,0.0,0.0,64.0,64.0
1313,152607,1.0,0.0,0.0,0.0,0.0,0.0,691.0
1314,152610,1.0,0.0,0.0,0.0,0.0,0.0,17.9
1315,92997,1.0,559.32,89.5,0.0,0.0,648.82,648.82
1316,36247693,1.0,189.3,30.29,0.0,0.0,219.59,219.59
1317,25333,1.0,2359.8,12.77,0.0,0.0,2372.57,2372.57
1318,,1.0,0.0,100.48,0.0,0.0,0.0,0.0
1319,124890,1.0,647.74,100.48,0.0,0.0,748.22,748.22
1320,237,1.0,86.93,13.91,0.0,0.0,100.84,100.84
1321,1016422,1.0,86.93,13.91,0.0,0.0,100.84,100.84
1322,31340430,1.0,95.12,15.22,0.0,0.0,107.31,107.31
1323,968,1.0,1724.14,275.86,0.0,0.0,2000.0,2000.0
1324,969,1.0,1724.14,275.86,0.0,0.0,2000.0,2000.0
1325,331,1.0,4320.0,622.08,0.0,0.0,4942.08,4510.08
1326,6,1.0,79.26,12.68,0.0,0.0,91.94,91.94
1327,36271496,1.0,79.26,12.68,0.0,0.0,91.94,91.94
1328,0060169937,1.0,5039.65,646.2,0.0,0.0,5685.849999999999,4685.0
1329,0010088663,1.0,165.58,26.5,0.0,0.0,192.08,192.08
1330,69509,1.0,1163.8,186.21,0.0,0.0,1350.01,1350.01
1331,4348,1.0,1637.93,262.07,0.0,0.0,1900.0,1900.0
1332,0001010100750847116902,1.0,490.0,78.4,0.0,0.0,568.4,568.4
1333,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1334,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1335,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1336,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1337,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1338,,1.0,0.0,192.0,0.0,0.0,0.0,0.0
1339,570709,1.0,0.01,192.0,0.0,0.0,0.01,0.0
1340,938917,1.0,6500.0,192.0,0.0,0.0,6500.0,6500.0
1341,63787,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0
1342,3646688,1.0,0.0,0.0,0.0,0.0,0.0,1953.95
1343,3646690,1.0,0.0,0.0,0.0,0.0,0.0,1720.91
1344,3646693,1.0,0.0,0.0,0.0,0.0,0.0,1975.1
1345,3390,1.0,0.0,149.82,0.0,0.0,0.0,0.0
1346,110733,1.0,965.36,149.82,0.0,0.0,1115.18,1115.18
1347,3580,1.0,100.0,16.0,0.0,0.0,116.0,116.0
1348,36295830,1.0,261.09,41.77,0.0,0.0,302.85999999999996,302.86
1349,10845,1.0,861.0,137.76,0.0,0.0,998.76,998.76
1350,52,1.0,300.0,48.0,0.0,0.0,348.0,348.0
1351,22020050028311,1.0,0.0,560.0,0.0,0.0,0.0,0.0
1352,1409,1.0,3500.0,560.0,0.0,0.0,3336.55,3336.55
1353,2534,1.0,1250.0,200.0,0.0,0.0,1450.0,1450.0
1354,2451023,1.0,180.0,28.8,0.0,0.0,202.8,202.8
1355,67992,1.0,37.5,6.0,0.0,0.0,43.5,43.5
1356,63845,1.0,5400.0,864.0,0.0,0.0,6264.0,6264.0
1357,488244,1.0,291.45,46.63,0.0,0.0,338.08,338.08
1358,488277,1.0,291.45,46.63,0.0,0.0,338.08,338.08
1359,340080,1.0,175.0,0.0,0.0,0.0,175.0,175.0
1360,2964,1.0,0.0,2.5,0.0,0.0,0.0,0.0
1361,2965,1.0,0.0,2.5,0.0,0.0,0.0,0.0
1362,2966,1.0,0.0,2.5,0.0,0.0,0.0,0.0
1363,36352615,1.0,15.64,2.5,0.0,0.0,18.14,18.14
1364,63880,1.0,3960.0,633.6,0.0,0.0,4593.6,4593.6
1365,63882,1.0,2940.0,470.4,0.0,0.0,3410.4,3410.4
1366,26865,1.0,0.0,717.6,0.0,0.0,0.0,0.0
1367,26870,1.0,0.0,717.6,0.0,0.0,0.0,0.0
1368,31424476,1.0,0.0,717.6,0.0,0.0,0.0,0.0
1369,69706,1.0,4485.0,717.6,0.0,0.0,5202.6,5202.6
1370,2172,1.0,3105.54,496.89,0.0,0.0,3416.1,3416.1
1371,3649041,1.0,0.0,0.0,0.0,0.0,0.0,925.95
1372,3802,1.0,0.0,253.93,0.0,0.0,0.0,0.0
1373,970,1.0,0.0,253.93,0.0,0.0,0.0,0.0
1374,420200501898904,1.0,0.0,253.93,0.0,0.0,0.0,0.0
1375,93210,1.0,1587.06,253.93,0.0,0.0,1840.99,1840.99
1376,36380037,1.0,121.9,19.5,0.0,0.0,141.4,141.4
1377,254,1.0,474.72,75.96,0.0,0.0,550.6800000000001,550.68
1378,69768,1.0,474.72,75.96,0.0,0.0,550.6800000000001,550.68
1379,110898,1.0,432.83,67.17,0.0,0.0,500.0,500.0
1380,36389660,1.0,57.42,9.19,0.0,0.0,66.61,66.61
1381,3650005,1.0,0.0,0.0,0.0,0.0,0.0,782.25
1382,456140,1.0,35.0,0.0,0.0,0.0,35.0,35.0
1383,89401080,1.0,1656.45,274.7,0.0,0.0,1931.15,1931.15
