,FOLIO,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
62,82958,1.0,1304.22,208.68,0.0,0.0,1512.9,1512.9
63,247868,1.0,432.85,67.15,0.0,0.0,500.0,500.0
64,1665,1.0,5000.0,800.0,0.0,0.0,4766.66,4766.66
65,49132,1.0,250.0,40.0,0.0,0.0,290.0,290.0
66,40699724,1.0,465.82,74.53,0.0,0.0,540.35,540.35
67,25966,1.0,1311.75,209.88,0.0,0.0,1521.63,1521.63
68,699357,1.0,230.0,36.8,0.0,0.0,266.8,266.8
69,4038,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,266780,1.0,111.0,0.0,0.0,0.0,111.0,111.0
71,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2588611,1.0,390.0,62.4,0.0,0.0,436.79999999999995,436.8
73,69590,1.0,946.0,151.36,0.0,0.0,1097.3600000000001,1097.36
74,32507,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,9362074,1.0,0.0,0.0,0.0,0.0,0.0,639.19
76,31427533,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,30089,1.0,0.0,0.0,0.0,0.0,0.0,1353.5
78,30092,1.0,0.0,0.0,0.0,0.0,0.0,1353.5
79,3848428,1.0,0.0,0.0,0.0,0.0,0.0,1353.5
80,1205394,1.0,650.0,86.34,0.0,0.0,754.0,754.0
81,414,1.0,650.0,104.0,0.0,0.0,754.0,754.0
82,40745616,1.0,382.79,61.25,0.0,0.0,444.04,444.04
83,783,1.0,9096.3,0.0,0.0,0.0,10551.71,10551.71
84,4298,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,69629,1.0,62.07,9.93,0.0,0.0,72.0,72.0
86,2045355,1.0,62.07,9.93,0.0,0.0,72.0,72.0
87,18255464,1.0,248.88,39.82,0.0,0.0,288.7,288.7
88,40749553,1.0,140.08,22.42,0.0,0.0,162.5,162.5
89,13544,1.0,468.0,0.0,0.0,0.0,468.0,468.0
90,4352,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,69640,1.0,532.2,85.15,0.0,0.0,617.35,617.35
92,000051214006,1.0,3293.48,487.92,0.0,0.0,3781.4,3781.4
93,5790,1.0,6660.0,1065.6,0.0,0.0,6349.200000000001,6349.2
94,381,1.0,6660.0,1065.6,0.0,0.0,6349.200000000001,6349.2
95,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,323,1.0,6358.0,1017.28,0.0,0.0,7375.28,7375.28
97,37625,1.0,631.6,98.17,0.0,0.0,729.77,729.77
98,40793272,1.0,97.99,15.68,0.0,0.0,113.66999999999999,113.67
99,713550,1.0,1172.47,187.59,0.0,0.0,1360.06,1360.06
100,11542,1.0,3528.0,564.48,0.0,0.0,4092.48,4092.48
101,11543,1.0,3528.0,564.48,0.0,0.0,4092.48,4092.48
102,11544,1.0,3870.0,619.2,0.0,0.0,4489.2,4489.2
103,,1.0,218.72,42.6,0.0,0.0,261.32,261.32
104,838,1.0,6600.0,1056.0,0.0,0.0,7656.0,7656.0
105,38643,1.0,1165.5,186.48,0.0,0.0,1351.98,1351.98
106,83217,1.0,360.0,57.6,0.0,0.0,417.6,417.6
107,2830,1.0,360.0,57.6,0.0,0.0,417.6,417.6
108,4069,1.0,360.0,57.6,0.0,0.0,417.6,417.6
109,328,1.0,360.0,57.6,0.0,0.0,417.6,417.6
110,190572,1.0,7500.0,1200.0,0.0,0.0,8700.0,8700.0
111,416,1.0,3888.0,622.08,0.0,0.0,4510.08,4510.08
112,70107,1.0,1275.0,204.0,0.0,0.0,1479.0,1479.0
113,102306,1.0,2942.87,470.86,0.0,0.0,3403.05,3403.05
114,40817571,1.0,68.04,10.88,0.0,0.0,78.92,78.92
115,90106835,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,585,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1662,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,170,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,5692,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0
120,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3556,1.0,687.0,109.92,0.0,0.0,796.92,796.92
122,337,1.0,5550.0,888.0,0.0,0.0,6438.0,6438.0
123,3845,1.0,0.0,0.0,0.0,0.0,0.0,0.0
124,23,1.0,29.05,4.65,0.0,0.0,33.7,33.7
125,40840637,1.0,29.05,4.65,0.0,0.0,33.7,33.7
126,691,1.0,1594.83,255.17,0.0,0.0,1850.0,1850.0
127,475880,1.0,74.0,0.0,0.0,0.0,74.0,74.0
128,1331,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0
129,1332,1.0,6120.0,979.2,0.0,0.0,7099.2,7099.2
130,12963683,1.0,170.17,27.23,0.0,0.0,197.39999999999998,197.4
131,1334,1.0,3800.0,608.0,0.0,0.0,4408.0,4408.0
132,69752,1.0,408.5,65.36,0.0,0.0,473.86,473.86
133,373,1.0,1780.0,284.8,0.0,0.0,2064.8,2064.8
134,83438,1.0,5148.3,823.72,0.0,0.0,5972.02,5972.02
135,25618,1.0,298.32,47.73,0.0,0.0,346.05,346.05
136,5431,1.0,500.0,80.0,0.0,0.0,580.0,580.0
137,9693,1.0,4.14,0.66,0.0,0.0,4.8,4.8
138,40881238,1.0,4.14,0.66,0.0,0.0,4.8,4.8
139,763,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,4343,1.0,7587.75,1214.04,0.0,0.0,8801.79,8801.78
141,3862,1.0,1971.5,315.44,0.0,0.0,2286.94,2286.94
142,1995,1.0,1223.1,195.7,0.0,0.0,1418.8,1418.8
143,374,1.0,100.0,16.0,0.0,0.0,116.0,116.0
144,1417,1.0,74.57,11.93,0.0,0.0,86.5,86.5
145,2318,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2818,1.0,870.0,139.2,0.0,0.0,1009.2,1009.2
147,17116,1.0,432.84,67.16,0.0,0.0,500.0,500.0
148,70135,1.0,319.38,51.1,0.0,0.0,370.48,370.48
149,40892408,1.0,319.38,51.1,0.0,0.0,370.48,370.48
150,11193,1.0,240.0,38.4,0.0,0.0,278.4,278.4
151,11194,1.0,512.0,81.92,0.0,0.0,593.92,593.92
152,35562294,1.0,117.83,18.86,0.0,0.0,133.45,133.45
153,000005365959,1.0,120.0,19.2,0.0,0.0,139.2,139.2
154,000051382259,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,731,1.0,5521.6,883.46,0.0,0.0,6405.06,6405.06
156,168620,1.0,5521.6,883.46,0.0,0.0,6405.06,6405.06
157,375385,1.0,215.52,34.48,0.0,0.0,250.0,250.0
158,47510,1.0,1724.79,275.97,0.0,0.0,2000.76,2000.76
159,22419,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3982,1.0,1825.0,292.0,0.0,0.0,2117.0,2117.0
161,79441,1.0,412.16,65.95,0.0,0.0,478.11,478.11
162,077091,1.0,324.0,51.84,0.0,0.0,375.84000000000003,375.84
163,714643,1.0,1419.69,227.14,0.0,0.0,1646.83,1646.83
164,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3870,1.0,1205.0,192.8,0.0,0.0,1397.8,1397.8
167,2861,1.0,9057.44,79.03,0.0,0.0,9963.18,9963.18
168,4428,1.0,493.92,79.03,0.0,0.0,572.95,572.95
169,4081,1.0,4125.7,660.11,0.0,0.0,4785.8099999999995,4785.81
170,4115,1.0,4125.7,660.11,0.0,0.0,4785.8099999999995,4785.81
171,102575,1.0,2870.99,459.36,0.0,0.0,3287.46,3287.46
172,94923,1.0,173.11,26.89,0.0,0.0,200.0,200.0
173,40972998,1.0,64.59,10.33,0.0,0.0,74.92,74.92
174,605,1.0,1247.8,199.65,0.0,0.0,1447.45,1447.45
175,1149,1.0,1247.8,199.65,0.0,0.0,1447.45,1447.45
176,35596109,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2421,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,6324136,1.0,1037.0,0.0,0.0,0.0,1037.0,1037.0
179,363,1.0,4002.0,640.32,0.0,0.0,4642.32,4642.32
180,202782,1.0,217.75,34.84,0.0,0.0,252.59,252.59
181,40995267,1.0,97.52,15.61,0.0,0.0,113.13,113.13
182,26088,1.0,3416.04,546.57,0.0,0.0,3962.61,3962.61
183,1339,1.0,1690.0,270.4,0.0,0.0,1960.4,1960.4
184,518,1.0,7758.62,1241.38,0.0,0.0,9000.0,9000.0
185,,1.0,336.9,62.09,0.0,0.0,398.99,398.99
186,2032964,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,5570778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188,42920161,1.0,0.0,0.0,0.0,0.0,0.0,0.0
189,69941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,32877,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,3640254,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,8811090280022099,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,4323,1.0,1678.75,268.6,0.0,0.0,1947.35,1947.35
194,83877,1.0,851.19,136.19,0.0,0.0,987.3800000000001,987.38
195,4190,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,168644,1.0,8752.0,0.0,0.0,0.0,10152.32,10152.32
197,168645,1.0,8752.0,0.0,0.0,0.0,10152.32,10152.32
198,168646,1.0,6834.0,0.0,0.0,0.0,7927.4400000000005,7927.44
199,168647,1.0,6834.0,0.0,0.0,0.0,7927.4400000000005,7927.44
200,202012-E2341533107-18012021-371418,1.0,6834.0,0.0,0.0,0.0,7927.4400000000005,7927.44
201,70180,1.0,6834.0,1093.44,0.0,0.0,7927.4400000000005,7927.44
202,41027499,1.0,66.6,10.65,0.0,0.0,77.25,77.25
203,,1.0,2600.0,416.0,0.0,0.0,3016.0,3016.0
204,1085520,1.0,1266.56,202.65,0.0,0.0,1469.21,1469.21
205,643750,1.0,1955.0,312.8,0.0,0.0,2267.8,2267.8
206,3875,1.0,1342.0,214.72,0.0,0.0,1556.72,1556.72
207,8811090280022099,1.0,4580.1,360.0,0.0,0.0,4940.1,4940.1
208,4334,1.0,765.0,122.4,0.0,0.0,887.4,887.4
209,83934,1.0,4530.44,724.87,0.0,0.0,5255.3099999999995,5255.31
210,4446,1.0,5019.48,803.11,0.0,0.0,5822.589999999999,5822.59
211,2052,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0
212,785840,1.0,111.0,0.0,0.0,0.0,111.0,111.0
213,423,1.0,1980.0,316.8,0.0,0.0,2296.8,2296.8
214,44326,1.0,432.78,67.22,0.0,0.0,500.0,500.0
215,2757,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,43903,1.0,5490.0,878.4,0.0,0.0,6368.4,6368.4
217,49415,1.0,767.28,122.76,0.0,0.0,890.04,890.04
218,3996,1.0,1825.0,292.0,0.0,0.0,2117.0,2117.0
219,41050554,1.0,227.13,36.34,0.0,0.0,263.47,263.47
220,229827,1.0,18.97,3.03,0.0,0.0,22.0,22.0
221,11255,1.0,460.0,73.6,0.0,0.0,533.6,533.6
222,,1.0,1740.8,286.71,0.0,0.0,2027.51,2027.51
223,70028,1.0,2042.5,326.8,0.0,0.0,2369.3,2369.3
224,3878,1.0,4453.1,712.5,0.0,0.0,5165.6,5165.6
225,84017,1.0,1162.37,185.98,0.0,0.0,1348.35,1348.35
226,4451,1.0,6532.95,1045.27,0.0,0.0,7578.219999999999,7578.22
227,383,1.0,6660.0,1065.6,0.0,0.0,6349.200000000001,6349.2
228,18303496,1.0,446.55,71.45,0.0,0.0,518.0,518.0
229,41083743,1.0,49.77,7.96,0.0,0.0,57.730000000000004,57.73
230,26133,1.0,2100.0,336.0,0.0,0.0,2436.0,2436.0
231,077163,1.0,2100.0,336.0,0.0,0.0,2436.0,2436.0
232,7657,1.0,3446.99,551.52,0.0,0.0,3998.5099999999998,3998.51
233,3355,1.0,2426.58,388.25,0.0,0.0,2814.83,2814.83
234,2886,1.0,9570.31,39.15,0.0,0.0,10527.34,10527.34
235,13506727,1.0,244.66,39.15,0.0,0.0,283.81,283.81
236,4086,1.0,25.0,4.0,0.0,0.0,29.0,29.0
237,,1.0,25.0,4.0,0.0,0.0,29.0,29.0
238,44898,1.0,86.53,13.47,0.0,0.0,100.0,100.0
239,3892,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,102924,1.0,3897.6,623.61,0.0,0.0,4521.21,4521.21
241,41113317,1.0,291.87,46.7,0.0,0.0,338.57,338.57
242,000002058,1.0,4080.48,22.07,0.0,0.0,4102.55,4102.55
243,43200,1.0,175.88,28.14,0.0,0.0,204.01999999999998,204.02
244,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,617,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,1668,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,172,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249,174,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250,78568,1.0,336.21,53.79,0.0,0.0,390.0,390.0
251,,1.0,1500.0,240.0,0.0,0.0,1740.0,1740.0
252,,1.0,1500.0,240.0,0.0,0.0,1740.0,1740.0
253,,1.0,1500.0,240.0,0.0,0.0,1740.0,1740.0
254,1222205,1.0,0.0,86.34,0.0,0.0,0.0,0.0
255,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,5853,1.0,2792.14,446.76,0.0,0.0,3238.8999999999996,3238.9
257,0161444193,1.0,2792.14,446.76,0.0,0.0,3238.8999999999996,3238.9
258,2835,1.0,0.0,0.0,0.0,0.0,0.0,0.0
259,24,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
260,258,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
261,259,1.0,3180.0,508.8,0.0,0.0,3688.8,3688.8
262,41124996,1.0,304.6,48.74,0.0,0.0,353.34000000000003,353.34
263,887,1.0,801.72,128.28,0.0,0.0,930.0,930.0
264,895740,1.0,111.0,0.0,0.0,0.0,111.0,111.0
265,0001010100750847116902,1.0,490.0,78.4,0.0,0.0,568.4,568.4
266,0001010100752163714102,1.0,270.0,43.2,0.0,0.0,313.2,313.2
267,4370,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,35,1.0,3896.56,623.45,0.0,0.0,4520.01,4520.01
269,217397,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6
270,217398,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3
271,70164,1.0,4950.0,792.0,0.0,0.0,5742.0,5742.0
272,70168,1.0,4950.0,792.0,0.0,0.0,5742.0,5742.0
273,33092,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,33093,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,4638,1.0,3044.98,487.2,0.0,0.0,3532.18,3532.18
276,1261,1.0,0.0,0.0,0.0,0.0,0.0,0.0
277,84383,1.0,2098.14,335.7,0.0,0.0,2433.8399999999997,2433.84
278,F1095681,1.0,2098.14,335.7,0.0,0.0,2433.8399999999997,2433.84
279,NCC1045566,1.0,-374.0,-59.84,0.0,0.0,-433.84000000000003,-433.84
280,2837,1.0,5000.0,800.0,0.0,0.0,5800.0,5800.0
281,426,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0
282,44062,1.0,914.0,146.24,0.0,0.0,1060.24,1060.24
283,3899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,41167646,1.0,227.41,36.39,0.0,0.0,263.8,263.8
285,000571,1.0,362.07,57.93,0.0,0.0,420.0,420.0
286,129734,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,4380,1.0,7957.95,1273.27,0.0,0.0,9231.22,9231.22
288,70187,1.0,2715.5,434.48,0.0,0.0,3149.98,3149.98
289,35796762,1.0,283.45,45.35,0.0,0.0,319.83,319.83
290,185246,1.0,0.0,0.0,0.0,0.0,0.0,-599.0
291,112488,1.0,0.0,0.0,0.0,0.0,0.0,0.0
292,112489,1.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2363,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,168722,1.0,4567.2,730.75,0.0,0.0,5297.95,5297.95
295,151,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1096,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,420210101898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,420210101898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,22021010028311,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,70272,1.0,800.0,128.0,0.0,0.0,928.0,928.0
301,26186,1.0,1305.0,208.8,0.0,0.0,1513.8,1513.8
302,2266,1.0,8825.0,78.43,0.0,0.0,10237.0,10237.0
303,70230,1.0,490.2,78.43,0.0,0.0,568.63,568.63
304,35824513,1.0,0.0,0.0,0.0,0.0,0.0,0.0
305,660753,1.0,360.0,57.6,0.0,0.0,417.6,417.6
306,2916,1.0,8328.75,1332.6,0.0,0.0,9161.62,9161.62
307,4099,1.0,7300.0,1168.0,0.0,0.0,8468.0,8468.0
308,2064,1.0,7300.0,1168.0,0.0,0.0,8468.0,8468.0
309,1703,1.0,5000.0,800.0,0.0,0.0,4766.66,4766.66
310,2795,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311,44152,1.0,850.0,136.0,0.0,0.0,986.0,986.0
312,103170,1.0,2692.02,430.73,0.0,0.0,3122.75,3122.75
313,41200905,1.0,204.4,32.7,0.0,0.0,237.10000000000002,237.1
314,077274,1.0,1584.0,253.44,0.0,0.0,1837.44,1837.44
315,631,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
316,866,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
317,867,1.0,6600.0,1056.0,0.0,0.0,7656.0,7656.0
318,70258,1.0,426.72,68.28,0.0,0.0,495.0,495.0
319,1811,1.0,426.72,68.28,0.0,0.0,495.0,495.0
320,962,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,41224679,1.0,334.01,53.45,0.0,0.0,387.46,387.46
322,41247815,1.0,177.41,28.39,0.0,0.0,205.8,205.8
323,2604714,1.0,232.05,37.13,0.0,0.0,259.90000000000003,259.9
324,9720887,1.0,0.0,0.0,0.0,0.0,0.0,844.0
325,108600,1.0,74.0,0.0,0.0,0.0,74.0,74.0
326,19054,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,,1.0,473.28000000000003,75.73,0.0,0.0,549.01,549.01
328,,1.0,2475.92,396.15,0.0,0.0,2872.07,2872.07
329,1723,1.0,4450.0,712.0,0.0,0.0,5162.0,5162.0
330,664208,1.0,338.0,54.08,0.0,0.0,392.08,392.08
331,27641,1.0,607.6,97.22,0.0,0.0,704.82,704.82
332,11877,1.0,153.45,24.55,0.0,0.0,178.0,178.0
333,44510,1.0,1982.76,317.24,0.0,0.0,2300.0,2300.0
334,384,1.0,6660.0,1065.6,0.0,0.0,6349.200000000001,6349.2
335,4233,1.0,1100.0,176.0,0.0,0.0,1276.0,1276.0
336,2842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
337,3915,1.0,0.0,0.0,0.0,0.0,0.0,0.0
338,70295,1.0,7380.0,1180.8,0.0,0.0,8560.8,8560.8
339,41265018,1.0,307.45,49.19,0.0,0.0,356.64,356.64
340,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
341,5269,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,126707,1.0,1897.88,303.67,0.0,0.0,2201.55,2201.55
343,70316,1.0,2587.2,413.95,0.0,0.0,3001.1499999999996,3001.15
344,4658,1.0,1300.0,208.0,0.0,0.0,1508.0,1508.0
345,18187839,1.0,1207.46,193.19,0.0,0.0,1400.65,1400.65
346,3916,1.0,6618.47,1058.94,0.0,0.0,7677.41,7677.41
347,84861,1.0,8031.24,1285.0,0.0,0.0,9316.24,9316.24
348,3875260,1.0,0.0,0.0,0.0,0.0,0.0,2064.45
349,3645,1.0,3900.0,624.0,0.0,0.0,4524.0,4524.0
350,1650,1.0,0.0,0.0,0.0,0.0,0.0,0.0
351,41308992,1.0,30.48,4.88,0.0,0.0,35.36,35.36
352,26235,1.0,310.0,49.6,0.0,0.0,359.6,359.6
353,37924,1.0,1060.0,169.6,0.0,0.0,1229.6,1229.6
354,230561,1.0,18.97,3.03,0.0,0.0,22.0,22.0
355,1742,1.0,3901.92,624.31,0.0,0.0,4526.23,4526.23
356,1765,1.0,3157.16,505.15,0.0,0.0,3662.31,3662.31
357,110,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,31542003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
359,84883,1.0,6795.66,1087.31,0.0,0.0,7882.969999999999,7882.97
360,1808,1.0,0.0,0.0,0.0,0.0,0.0,0.0
361,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,47817,1.0,824.24,131.88,0.0,0.0,956.12,956.12
363,433,1.0,7500.0,1200.0,0.0,0.0,8700.0,8700.0
364,20,1.0,1950.0,312.0,0.0,0.0,2262.0,2262.0
365,70325,1.0,239.3,38.29,0.0,0.0,277.59000000000003,277.59
366,41330466,1.0,239.3,38.29,0.0,0.0,277.59000000000003,277.59
367,876,1.0,400.0,64.0,0.0,0.0,464.0,464.0
368,3490,1.0,2971.8,475.49,0.0,0.0,3447.29,3447.29
369,3925,1.0,1450.2,232.03,0.0,0.0,1682.23,1682.23
370,2033,1.0,407.7,65.23,0.0,0.0,472.93,472.93
371,1919,1.0,459.31,73.49,0.0,0.0,532.8,532.8
372,1929,1.0,154.67,24.73,0.0,0.0,179.39999999999998,179.4
373,2935,1.0,9104.7,233.53,0.0,0.0,10015.17,10015.17
374,6253,1.0,1459.59,233.53,0.0,0.0,1693.12,1693.12
375,4108,1.0,1459.59,233.53,0.0,0.0,1693.12,1693.12
376,13002255,1.0,1459.59,233.53,0.0,0.0,1693.12,1693.12
377,103493,1.0,3863.04,618.09,0.0,0.0,4481.13,4481.13
378,41358948,1.0,112.93,18.07,0.0,0.0,131.0,131.0
379,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
380,641,1.0,3244.1,519.06,0.0,0.0,3763.16,3763.16
381,1091757,1.0,3244.1,519.06,0.0,0.0,3763.16,3763.16
382,70485,1.0,1306.0,208.96,0.0,0.0,1514.96,1514.96
383,3928,1.0,1306.0,208.96,0.0,0.0,1514.96,1514.96
384,000052006019,1.0,4011.45,594.28,0.0,0.0,4605.73,4605.73
385,17223,1.0,343.97,55.03,0.0,0.0,399.0,399.0
386,41376511,1.0,37.57,6.01,0.0,0.0,43.58,43.58
387,1493,1.0,8040.0,1286.4,0.0,0.0,9326.4,9326.4
388,330050,1.0,148.0,0.0,0.0,0.0,148.0,148.0
389,,1.0,222.23,35.56,0.0,0.0,257.78999999999996,257.79
390,70509,1.0,90.0,14.4,0.0,0.0,104.4,104.4
391,33475,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,176,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,32177,1.0,4449.6,711.94,0.0,0.0,5161.540000000001,5161.54
394,4395,1.0,2040.0,326.4,0.0,0.0,2366.4,2366.4
395,3705,1.0,1706.49,273.04,0.0,0.0,1979.53,1979.53
396,85222,1.0,3615.2,578.43,0.0,0.0,4193.63,4193.63
397,4266,1.0,200.0,32.0,0.0,0.0,232.0,232.0
